# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
8.0000	5.1665	undefined	12.613	14.874	73.597	30.000	0.033333	12.613	14.874	73.597	12.872	22.317	169.87	2.0071	22.116	0.0054092	30.000	0.033333	12.613	14.874	73.597	12.872	22.317	169.87	2.0071	22.116	0.0054092
8.5000	5.1763	undefined	12.619	14.885	73.620	30.000	0.033333	12.619	14.885	73.620	12.870	22.311	170.03	2.0007	22.151	0.0054179	30.000	0.033333	12.619	14.885	73.620	12.870	22.311	170.03	2.0007	22.151	0.0054179
9.0000	5.1861	undefined	12.626	14.895	73.643	30.000	0.033333	12.626	14.895	73.643	12.868	22.305	170.19	1.9943	22.187	0.0054266	30.000	0.033333	12.626	14.895	73.643	12.868	22.305	170.19	1.9943	22.187	0.0054266
9.5000	5.1959	undefined	12.632	14.906	73.665	30.000	0.033333	12.632	14.906	73.665	12.865	22.298	170.36	1.9879	22.223	0.0054353	30.000	0.033333	12.632	14.906	73.665	12.865	22.298	170.36	1.9879	22.223	0.0054353
10.000	5.2057	undefined	12.639	14.917	73.688	30.000	0.033333	12.639	14.917	73.688	12.863	22.292	170.52	1.9816	22.259	0.0054440	30.000	0.033333	12.639	14.917	73.688	12.863	22.292	170.52	1.9816	22.259	0.0054440
10.500	5.2155	undefined	12.645	14.928	73.711	30.000	0.033333	12.645	14.928	73.711	12.861	22.286	170.68	1.9754	22.295	0.0054527	30.000	0.033333	12.645	14.928	73.711	12.861	22.286	170.68	1.9754	22.295	0.0054527
11.000	5.2252	undefined	12.652	14.938	73.733	30.000	0.033333	12.652	14.938	73.733	12.858	22.280	170.85	1.9691	22.331	0.0054613	30.000	0.033333	12.652	14.938	73.733	12.858	22.280	170.85	1.9691	22.331	0.0054613
11.500	5.2350	undefined	12.658	14.949	73.756	30.000	0.033333	12.658	14.949	73.756	12.856	22.274	171.01	1.9629	22.366	0.0054700	30.000	0.033333	12.658	14.949	73.756	12.856	22.274	171.01	1.9629	22.366	0.0054700
12.000	5.2448	undefined	12.664	14.960	73.779	30.000	0.033333	12.664	14.960	73.779	12.854	22.268	171.17	1.9567	22.402	0.0054787	30.000	0.033333	12.664	14.960	73.779	12.854	22.268	171.17	1.9567	22.402	0.0054787
12.500	5.2546	undefined	12.671	14.970	73.801	30.000	0.033333	12.671	14.970	73.801	12.852	22.263	171.33	1.9506	22.438	0.0054874	30.000	0.033333	12.671	14.970	73.801	12.852	22.263	171.33	1.9506	22.438	0.0054874
13.000	5.2644	undefined	12.677	14.981	73.824	30.000	0.033333	12.677	14.981	73.824	12.849	22.257	171.49	1.9445	22.474	0.0054960	30.000	0.033333	12.677	14.981	73.824	12.849	22.257	171.49	1.9445	22.474	0.0054960
13.500	5.2741	undefined	12.684	14.992	73.846	30.000	0.033333	12.684	14.992	73.846	12.847	22.251	171.66	1.9384	22.509	0.0055047	30.000	0.033333	12.684	14.992	73.846	12.847	22.251	171.66	1.9384	22.509	0.0055047
14.000	5.2839	undefined	12.690	15.003	73.868	30.000	0.033333	12.690	15.003	73.868	12.845	22.245	171.82	1.9323	22.545	0.0055133	30.000	0.033333	12.690	15.003	73.868	12.845	22.245	171.82	1.9323	22.545	0.0055133
14.500	5.2937	undefined	12.696	15.013	73.891	30.000	0.033333	12.696	15.013	73.891	12.843	22.239	171.98	1.9263	22.581	0.0055220	30.000	0.033333	12.696	15.013	73.891	12.843	22.239	171.98	1.9263	22.581	0.0055220
15.000	5.3035	undefined	12.703	15.024	73.913	30.000	0.033333	12.703	15.024	73.913	12.841	22.234	172.14	1.9203	22.617	0.0055306	30.000	0.033333	12.703	15.024	73.913	12.841	22.234	172.14	1.9203	22.617	0.0055306
15.500	5.3133	undefined	12.709	15.035	73.935	30.000	0.033333	12.709	15.035	73.935	12.838	22.228	172.30	1.9144	22.653	0.0055393	30.000	0.033333	12.709	15.035	73.935	12.838	22.228	172.30	1.9144	22.653	0.0055393
16.000	5.3230	undefined	12.716	15.045	73.957	30.000	0.033333	12.716	15.045	73.957	12.836	22.223	172.46	1.9085	22.688	0.0055479	30.000	0.033333	12.716	15.045	73.957	12.836	22.223	172.46	1.9085	22.688	0.0055479
16.500	5.3328	undefined	12.722	15.056	73.980	30.000	0.033333	12.722	15.056	73.980	12.834	22.217	172.62	1.9026	22.724	0.0055566	30.000	0.033333	12.722	15.056	73.980	12.834	22.217	172.62	1.9026	22.724	0.0055566
17.000	5.3426	undefined	12.729	15.067	74.002	30.000	0.033333	12.729	15.067	74.002	12.832	22.211	172.78	1.8967	22.760	0.0055652	30.000	0.033333	12.729	15.067	74.002	12.832	22.211	172.78	1.8967	22.760	0.0055652
17.500	5.3524	undefined	12.735	15.077	74.024	30.000	0.033333	12.735	15.077	74.024	12.830	22.206	172.94	1.8909	22.796	0.0055738	30.000	0.033333	12.735	15.077	74.024	12.830	22.206	172.94	1.8909	22.796	0.0055738
18.000	5.3621	undefined	12.741	15.088	74.046	30.000	0.033333	12.741	15.088	74.046	12.828	22.201	173.10	1.8851	22.831	0.0055825	30.000	0.033333	12.741	15.088	74.046	12.828	22.201	173.10	1.8851	22.831	0.0055825
18.500	5.3719	undefined	12.748	15.099	74.068	30.000	0.033333	12.748	15.099	74.068	12.826	22.195	173.26	1.8794	22.867	0.0055911	30.000	0.033333	12.748	15.099	74.068	12.826	22.195	173.26	1.8794	22.867	0.0055911
19.000	5.3817	undefined	12.754	15.109	74.090	30.000	0.033333	12.754	15.109	74.090	12.824	22.190	173.42	1.8736	22.903	0.0055997	30.000	0.033333	12.754	15.109	74.090	12.824	22.190	173.42	1.8736	22.903	0.0055997
19.500	5.3915	undefined	12.761	15.120	74.112	30.000	0.033333	12.761	15.120	74.112	12.822	22.185	173.58	1.8679	22.939	0.0056083	30.000	0.033333	12.761	15.120	74.112	12.822	22.185	173.58	1.8679	22.939	0.0056083
20.000	5.4012	undefined	12.767	15.131	74.134	30.000	0.033333	12.767	15.131	74.134	12.820	22.179	173.74	1.8622	22.974	0.0056169	30.000	0.033333	12.767	15.131	74.134	12.820	22.179	173.74	1.8622	22.974	0.0056169
20.500	5.4110	undefined	12.773	15.142	74.156	30.000	0.033333	12.773	15.142	74.156	12.818	22.174	173.90	1.8566	23.010	0.0056256	30.000	0.033333	12.773	15.142	74.156	12.818	22.174	173.90	1.8566	23.010	0.0056256
21.000	5.4208	undefined	12.780	15.152	74.177	30.000	0.033333	12.780	15.152	74.177	12.816	22.169	174.06	1.8510	23.046	0.0056342	30.000	0.033333	12.780	15.152	74.177	12.816	22.169	174.06	1.8510	23.046	0.0056342
21.500	5.4305	undefined	12.786	15.163	74.199	30.000	0.033333	12.786	15.163	74.199	12.814	22.164	174.22	1.8454	23.081	0.0056428	30.000	0.033333	12.786	15.163	74.199	12.814	22.164	174.22	1.8454	23.081	0.0056428
22.000	5.4403	undefined	12.793	15.174	74.221	30.000	0.033333	12.793	15.174	74.221	12.812	22.158	174.38	1.8398	23.117	0.0056514	30.000	0.033333	12.793	15.174	74.221	12.812	22.158	174.38	1.8398	23.117	0.0056514
22.500	5.4501	undefined	12.799	15.184	74.243	30.000	0.033333	12.799	15.184	74.243	12.810	22.153	174.54	1.8343	23.153	0.0056600	30.000	0.033333	12.799	15.184	74.243	12.810	22.153	174.54	1.8343	23.153	0.0056600
23.000	5.4598	undefined	12.805	15.195	74.264	30.000	0.033333	12.805	15.195	74.264	12.808	22.148	174.70	1.8288	23.189	0.0056686	30.000	0.033333	12.805	15.195	74.264	12.808	22.148	174.70	1.8288	23.189	0.0056686
23.500	5.4696	undefined	12.812	15.206	74.286	30.000	0.033333	12.812	15.206	74.286	12.807	22.143	174.85	1.8233	23.224	0.0056772	30.000	0.033333	12.812	15.206	74.286	12.807	22.143	174.85	1.8233	23.224	0.0056772
24.000	5.4794	undefined	12.818	15.216	74.307	30.000	0.033333	12.818	15.216	74.307	12.805	22.138	175.01	1.8179	23.260	0.0056857	30.000	0.033333	12.818	15.216	74.307	12.805	22.138	175.01	1.8179	23.260	0.0056857
24.500	5.4891	undefined	12.825	15.227	74.329	30.000	0.033333	12.825	15.227	74.329	12.803	22.133	175.17	1.8125	23.296	0.0056943	30.000	0.033333	12.825	15.227	74.329	12.803	22.133	175.17	1.8125	23.296	0.0056943
25.000	5.4989	undefined	12.831	15.238	74.350	30.000	0.033333	12.831	15.238	74.350	12.801	22.128	175.33	1.8071	23.331	0.0057029	30.000	0.033333	12.831	15.238	74.350	12.801	22.128	175.33	1.8071	23.331	0.0057029
25.500	5.5087	undefined	12.838	15.248	74.372	30.000	0.033333	12.838	15.248	74.372	12.799	22.123	175.49	1.8017	23.367	0.0057115	30.000	0.033333	12.838	15.248	74.372	12.799	22.123	175.49	1.8017	23.367	0.0057115
26.000	5.5184	undefined	12.844	15.259	74.393	30.000	0.033333	12.844	15.259	74.393	12.797	22.119	175.64	1.7964	23.403	0.0057201	30.000	0.033333	12.844	15.259	74.393	12.797	22.119	175.64	1.7964	23.403	0.0057201
26.500	5.5282	undefined	12.850	15.270	74.415	30.000	0.033333	12.850	15.270	74.415	12.796	22.114	175.80	1.7911	23.438	0.0057286	30.000	0.033333	12.850	15.270	74.415	12.796	22.114	175.80	1.7911	23.438	0.0057286
27.000	5.5379	undefined	12.857	15.280	74.436	30.000	0.033333	12.857	15.280	74.436	12.794	22.109	175.96	1.7858	23.474	0.0057372	30.000	0.033333	12.857	15.280	74.436	12.794	22.109	175.96	1.7858	23.474	0.0057372
27.500	5.5477	undefined	12.863	15.291	74.457	30.000	0.033333	12.863	15.291	74.457	12.792	22.104	176.11	1.7805	23.510	0.0057458	30.000	0.033333	12.863	15.291	74.457	12.792	22.104	176.11	1.7805	23.510	0.0057458
28.000	5.5575	undefined	12.869	15.302	74.478	30.000	0.033333	12.869	15.302	74.478	12.790	22.099	176.27	1.7753	23.545	0.0057543	30.000	0.033333	12.869	15.302	74.478	12.790	22.099	176.27	1.7753	23.545	0.0057543
28.500	5.5672	undefined	12.876	15.312	74.500	30.000	0.033333	12.876	15.312	74.500	12.789	22.095	176.43	1.7701	23.581	0.0057629	30.000	0.033333	12.876	15.312	74.500	12.789	22.095	176.43	1.7701	23.581	0.0057629
29.000	5.5770	undefined	12.882	15.323	74.521	30.000	0.033333	12.882	15.323	74.521	12.787	22.090	176.58	1.7649	23.617	0.0057714	30.000	0.033333	12.882	15.323	74.521	12.787	22.090	176.58	1.7649	23.617	0.0057714
29.500	5.5867	undefined	12.889	15.334	74.542	30.000	0.033333	12.889	15.334	74.542	12.785	22.085	176.74	1.7598	23.652	0.0057800	30.000	0.033333	12.889	15.334	74.542	12.785	22.085	176.74	1.7598	23.652	0.0057800
30.000	5.5965	undefined	12.895	15.344	74.563	30.000	0.033333	12.895	15.344	74.563	12.784	22.081	176.90	1.7546	23.688	0.0057885	30.000	0.033333	12.895	15.344	74.563	12.784	22.081	176.90	1.7546	23.688	0.0057885
